source,reservation_id,cost,seats,reservation_confirmed,reservation_finished,reservation_created_at,client_id,res_trip_id,stop_id,successfully_charged,reservation_active,pickup_stop_id,trip_id,trip_month,trip_week,trip_day,trip_period,trip_itinerary,trip_seat_inventory,van_id,seat_price,route_name,route_active,km_google,line_name,trip_cpt,client_first_reservation,client_prev_reservation,client_next_reservation,client_last_reservation,days_between_purchases,client_trip_number,client_first_trip,client_prev_trip,client_next_trip,client_last_trip,days_between_trips,res_to_trip_days,client_first_route,client_prev_route,client_next_route,client_last_route
App,2673451,214,2,FALSE,FALSE,1/4/2021 20:09,1027,494527,16515,TRUE,TRUE,16509,494527,1/4/2021 0:00,29/03/21 00:00,2/4/2021 0:00,1/4/2021 0:00,19:45:00,20,236,107,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,1075,31/03/21 10:42,31/03/21 10:42,,1/4/2021 20:09,1.394227487,2,2/4/2021 11:00,2/4/2021 11:00,,2/4/2021 19:45,0.364583333,0.982760461,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,,Cuernavaca - Tepoztlán - CDMX 
App,2673360,107,1,TRUE,FALSE,1/4/2021 16:50,1266,492245,16519,TRUE,TRUE,16516,492245,1/4/2021 0:00,29/03/21 00:00,2/4/2021 0:00,1/4/2021 0:00,11:00:00,20,821,107,CDMX - Tepoztlán - Cuernavaca,TRUE,120.47,Cuernavaca - CDMX,816,1/4/2021 16:50,,3/4/2021 11:16,3/4/2021 11:16,,1,2/4/2021 11:00,,3/4/2021 16:00,3/4/2021 16:00,,0.75684768,CDMX - Tepoztlán - Cuernavaca,,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca
App,2673997,214,2,TRUE,FALSE,3/4/2021 11:16,1266,493244,16515,TRUE,TRUE,16512,493244,1/4/2021 0:00,29/03/21 00:00,3/4/2021 0:00,1/4/2021 0:00,16:00:00,20,822,107,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,768,1/4/2021 16:50,1/4/2021 16:50,,3/4/2021 11:16,1.768445128,2,2/4/2021 11:00,2/4/2021 11:00,,3/4/2021 16:00,1.208333333,0.196735886,CDMX - Tepoztlán - Cuernavaca,CDMX - Tepoztlán - Cuernavaca,,Cuernavaca - Tepoztlán - CDMX 
App,2674442,180,1,TRUE,FALSE,4/4/2021 15:33,1538,496586,16106,TRUE,TRUE,16101,496586,1/4/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,1/4/2021 0:00,6:20:00,18,512,180,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,17/01/21 18:30,30/03/21 19:32,9/4/2021 19:57,21/05/21 12:02,4.833669678,12,18/01/21 06:20,31/03/21 19:35,10/4/2021 5:00,21/05/21 15:00,4.447916667,0.615746112,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2678137,195,1,TRUE,FALSE,9/4/2021 19:57,1538,498540,16100,TRUE,TRUE,16095,498540,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,5:00:00,20,406,195,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1280,17/01/21 18:30,4/4/2021 15:33,11/4/2021 17:19,21/05/21 12:02,5.183446246,13,18/01/21 06:20,5/4/2021 6:20,12/4/2021 6:20,21/05/21 15:00,4.944444444,0.376744311,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2678889,180,1,TRUE,FALSE,11/4/2021 17:19,1538,503035,17139,TRUE,TRUE,17134,503035,1/4/2021 0:00,12/4/2021 0:00,12/4/2021 0:00,1/4/2021 0:00,6:20:00,18,512,180,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,17/01/21 18:30,9/4/2021 19:57,13/04/21 15:22,21/05/21 12:02,1.890035936,14,18/01/21 06:20,10/4/2021 5:00,14/04/21 19:35,21/05/21 15:00,2.055555556,0.54226393,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2680200,185,1,TRUE,FALSE,13/04/21 15:22,1538,504723,17133,TRUE,TRUE,17128,504723,1/4/2021 0:00,12/4/2021 0:00,14/04/21 00:00,1/4/2021 0:00,19:35:00,18,512,185,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,17/01/21 18:30,11/4/2021 17:19,26/04/21 18:05,21/05/21 12:02,1.918791212,15,18/01/21 06:20,12/4/2021 6:20,26/04/21 19:00,21/05/21 15:00,2.552083333,1.175556052,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2688839,190,1,TRUE,FALSE,26/04/21 18:05,1538,511010,17753,TRUE,TRUE,17748,511010,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,19:00:00,20,901,190,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,17/01/21 18:30,13/04/21 15:22,30/04/21 10:38,21/05/21 12:02,13.11330531,16,18/01/21 06:20,14/04/21 19:35,30/04/21 17:30,21/05/21 15:00,11.97569444,0.037945191,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2691583,260,1,TRUE,FALSE,30/04/21 10:38,1538,513944,17747,TRUE,TRUE,17742,513944,1/4/2021 0:00,26/04/21 00:00,30/04/21 00:00,1/4/2021 0:00,17:30:00,20,511,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,17/01/21 18:30,26/04/21 18:05,3/5/2021 13:22,21/05/21 12:02,3.689938355,17,18/01/21 06:20,26/04/21 19:00,3/5/2021 15:00,21/05/21 15:00,3.9375,0.285506835,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2685838,130,1,TRUE,FALSE,21/04/21 20:52,2233,510891,17764,TRUE,TRUE,17760,510891,1/4/2021 0:00,19/04/21 00:00,22/04/21 00:00,1/4/2021 0:00,19:45:00,20,100,131,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,850,21/04/21 20:52,,29/04/21 23:23,3/5/2021 1:51,,1,22/04/21 19:45,,30/04/21 10:00,3/5/2021 6:15,,0.952967041,Cuernavaca - Tepoztlán - CDMX ,,Cuernavaca - Tepoztlán - CDMX ,Cuernavaca - Tepoztlán - CDMX 
App,2691288,130,1,TRUE,FALSE,29/04/21 23:23,2233,513912,18048,TRUE,TRUE,18044,513912,1/4/2021 0:00,26/04/21 00:00,30/04/21 00:00,1/4/2021 0:00,10:00:00,20,822,130,Cuernavaca - Tepoztlán - CDMX ,TRUE,120.25,Cuernavaca - CDMX,768,21/04/21 20:52,21/04/21 20:52,3/5/2021 1:51,3/5/2021 1:51,8.104367855,2,22/04/21 19:45,22/04/21 19:45,3/5/2021 6:15,3/5/2021 6:15,7.59375,0.442349185,Cuernavaca - Tepoztlán - CDMX ,Cuernavaca - Tepoztlán - CDMX ,CDMX - Tepoztlán - Cuernavaca,Cuernavaca - Tepoztlán - CDMX 
App,2674426,175,1,TRUE,FALSE,4/4/2021 14:39,2234,495003,16098,TRUE,TRUE,16095,495003,1/4/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,1/4/2021 0:00,9:30:00,20,511,175,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,7/2/2021 1:33,15/02/21 20:10,11/4/2021 11:10,11/4/2021 11:10,47.76983482,3,7/2/2021 11:00,16/02/21 17:00,11/4/2021 11:30,11/4/2021 11:30,47.6875,0.785262019,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2678755,185,1,TRUE,FALSE,11/4/2021 11:10,2234,503024,16107,TRUE,TRUE,16103,503024,1/4/2021 0:00,5/4/2021 0:00,11/4/2021 0:00,1/4/2021 0:00,11:30:00,20,100,185,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1390.2,7/2/2021 1:33,4/4/2021 14:39,,11/4/2021 11:10,6.855062856,4,7/2/2021 11:00,5/4/2021 9:30,,11/4/2021 11:30,6.083333333,0.013532496,CDMX - Querétaro,CDMX - Querétaro,,Querétaro - CDMX
App,2677545,180,1,TRUE,FALSE,9/4/2021 3:40,2301,497465,16098,TRUE,TRUE,16095,497465,1/4/2021 0:00,5/4/2021 0:00,9/4/2021 0:00,1/4/2021 0:00,5:30:00,20,406,180,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1280,9/4/2021 3:40,,,9/4/2021 3:40,,1,9/4/2021 5:30,,,9/4/2021 5:30,,0.076004818,CDMX - Querétaro,,,CDMX - Querétaro
App,2688207,260,1,TRUE,FALSE,25/04/21 21:00,2710,511056,17753,TRUE,TRUE,17749,511056,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,6:20:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,25/04/21 21:00,,27/04/21 18:25,27/04/21 18:25,,1,26/04/21 06:20,,28/04/21 19:35,28/04/21 19:35,,0.388576675,Querétaro - CDMX,,CDMX - Querétaro,Querétaro - CDMX
App,2689610,185,1,TRUE,FALSE,27/04/21 18:25,2710,515208,17746,TRUE,TRUE,17742,515208,1/4/2021 0:00,26/04/21 00:00,28/04/21 00:00,1/4/2021 0:00,19:35:00,18,512,185,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,25/04/21 21:00,25/04/21 21:00,,27/04/21 18:25,1.892541338,2,26/04/21 06:20,26/04/21 06:20,,28/04/21 19:35,2.552083333,1.04811867,Querétaro - CDMX,Querétaro - CDMX,,CDMX - Querétaro
App,2682640,260,1,FALSE,FALSE,16/04/21 19:07,5921,504119,17140,TRUE,TRUE,17135,504119,1/4/2021 0:00,12/4/2021 0:00,17/04/21 00:00,1/4/2021 0:00,7:30:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,16/04/21 19:07,,22/05/21 12:55,22/05/21 12:55,,1,17/04/21 07:30,,22/05/21 13:40,22/05/21 13:40,,0.51580785,Querétaro - CDMX,,Querétaro - CDMX,Querétaro - CDMX
App,2672974,185,1,TRUE,FALSE,31/03/21 19:57,6044,491423,16107,TRUE,TRUE,16101,491423,1/4/2021 0:00,29/03/21 00:00,1/4/2021 0:00,1/4/2021 0:00,13:00:00,20,406,185,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1280,24/09/20 09:26,10/1/2021 9:29,3/4/2021 9:26,10/5/2021 16:30,80.43638309,14,26/09/20 07:45,10/1/2021 11:30,3/4/2021 10:30,10/5/2021 18:36,81.0625,0.709862962,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2673971,210,1,TRUE,FALSE,3/4/2021 9:26,6044,490840,16100,TRUE,TRUE,16094,490840,1/4/2021 0:00,29/03/21 00:00,3/4/2021 0:00,1/4/2021 0:00,10:30:00,20,387,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,24/09/20 09:26,31/03/21 19:57,23/04/21 21:34,10/5/2021 16:30,2.56192038,15,26/09/20 07:45,1/4/2021 13:00,24/04/21 11:00,10/5/2021 18:36,1.895833333,0.043775916,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2687383,190,1,TRUE,FALSE,23/04/21 21:34,6044,509388,17754,TRUE,TRUE,17748,509388,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,11:00:00,20,901,190,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,24/09/20 09:26,3/4/2021 9:26,25/04/21 13:02,10/5/2021 16:30,20.50519241,16,26/09/20 07:45,3/4/2021 10:30,25/04/21 13:30,10/5/2021 18:36,21.02083333,0.559416841,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2688026,190,1,TRUE,FALSE,25/04/21 13:02,6044,510225,17747,TRUE,TRUE,17741,510225,1/4/2021 0:00,19/04/21 00:00,25/04/21 00:00,1/4/2021 0:00,13:30:00,18,512,190,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,24/09/20 09:26,23/04/21 21:34,8/5/2021 10:36,10/5/2021 16:30,1.644473022,17,26/09/20 07:45,24/04/21 11:00,8/5/2021 15:15,10/5/2021 18:36,1.104166667,0.019110486,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2677746,210,1,TRUE,FALSE,9/4/2021 8:59,6965,490985,16107,TRUE,TRUE,16103,490985,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,5:45:00,20,387,210,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1275,14/09/20 13:06,26/03/21 20:46,10/4/2021 17:44,20/05/21 19:35,13.50908266,21,15/09/20 06:20,28/03/21 10:30,10/4/2021 19:15,21/05/21 05:30,12.80208333,0.864851516,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2678529,210,1,TRUE,FALSE,10/4/2021 17:44,6965,490984,16098,TRUE,TRUE,16094,490984,1/4/2021 0:00,5/4/2021 0:00,10/4/2021 0:00,1/4/2021 0:00,19:15:00,20,387,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,14/09/20 13:06,9/4/2021 8:59,15/04/21 14:26,20/05/21 19:35,1.364821826,22,15/09/20 06:20,10/4/2021 5:45,16/04/21 16:00,21/05/21 05:30,0.5625,0.06252969,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2681701,260,1,TRUE,FALSE,15/04/21 14:26,6965,506467,17140,TRUE,TRUE,17136,506467,1/4/2021 0:00,12/4/2021 0:00,16/04/21 00:00,1/4/2021 0:00,16:00:00,20,829,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,14/09/20 13:06,10/4/2021 17:44,17/04/21 13:14,20/05/21 19:35,4.862001981,23,15/09/20 06:20,10/4/2021 19:15,17/04/21 17:15,21/05/21 05:30,5.864583333,1.065111042,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2682930,185,1,TRUE,FALSE,17/04/21 13:14,6965,507269,17131,TRUE,TRUE,17127,507269,1/4/2021 0:00,12/4/2021 0:00,17/04/21 00:00,1/4/2021 0:00,17:15:00,20,511,185,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,14/09/20 13:06,15/04/21 14:26,23/04/21 21:54,20/05/21 19:35,1.95002481,24,15/09/20 06:20,16/04/21 16:00,24/04/21 07:30,21/05/21 05:30,1.052083333,0.167169566,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2687394,260,1,TRUE,FALSE,23/04/21 21:54,6965,509445,17754,TRUE,TRUE,17750,509445,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,7:30:00,18,512,260,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,14/09/20 13:06,17/04/21 13:14,24/04/21 17:23,20/05/21 19:35,6.361120701,25,15/09/20 06:20,17/04/21 17:15,24/04/21 20:30,21/05/21 05:30,6.59375,0.399798864,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2687780,260,1,TRUE,FALSE,24/04/21 17:23,6965,509444,17745,TRUE,TRUE,17741,509444,1/4/2021 0:00,19/04/21 00:00,24/04/21 00:00,1/4/2021 0:00,20:30:00,18,512,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1137.0375,14/09/20 13:06,23/04/21 21:54,14/05/21 16:19,20/05/21 19:35,0.8122725,26,15/09/20 06:20,24/04/21 07:30,14/05/21 20:00,21/05/21 05:30,0.541666667,0.129193031,Querétaro - CDMX,Querétaro - CDMX,Querétaro - Morelia,CDMX - Querétaro
App,2677697,200,1,TRUE,FALSE,9/4/2021 6:59,9741,497520,16106,TRUE,TRUE,16103,497520,1/4/2021 0:00,5/4/2021 0:00,9/4/2021 0:00,1/4/2021 0:00,7:10:00,20,829,200,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,6/10/2020 11:01,25/03/21 12:53,9/4/2021 14:03,21/05/21 17:24,14.75454086,7,7/10/2020 6:20,25/03/21 13:00,9/4/2021 15:00,21/05/21 17:30,14.75694444,0.007186206,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2677827,190,1,TRUE,FALSE,9/4/2021 14:03,9741,497497,16098,TRUE,TRUE,16094,497497,1/4/2021 0:00,5/4/2021 0:00,9/4/2021 0:00,1/4/2021 0:00,15:00:00,20,901,190,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,6/10/2020 11:01,9/4/2021 6:59,21/04/21 13:04,21/05/21 17:24,0.294400432,8,7/10/2020 6:20,9/4/2021 7:10,21/04/21 13:00,21/05/21 17:30,0.326388889,0.039174663,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2685441,200,1,TRUE,FALSE,21/04/21 13:04,9741,510103,17139,TRUE,TRUE,17136,510103,1/4/2021 0:00,19/04/21 00:00,21/04/21 00:00,1/4/2021 0:00,13:00:00,20,406,200,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1280,6/10/2020 11:01,9/4/2021 14:03,22/04/21 11:25,21/05/21 17:24,11.95909678,9,7/10/2020 6:20,9/4/2021 15:00,22/04/21 13:00,21/05/21 17:30,11.91666667,-0.003255445,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2686215,200,1,TRUE,FALSE,22/04/21 11:25,9741,510923,17745,TRUE,TRUE,17741,510923,1/4/2021 0:00,19/04/21 00:00,22/04/21 00:00,1/4/2021 0:00,13:00:00,20,829,200,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1264.2,6/10/2020 11:01,21/04/21 13:04,26/04/21 07:18,21/05/21 17:24,0.931001297,10,7/10/2020 6:20,21/04/21 13:00,26/04/21 07:10,21/05/21 17:30,1,0.065743258,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2688469,190,1,TRUE,FALSE,26/04/21 07:18,9741,511034,17753,TRUE,TRUE,17750,511034,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,7:10:00,20,829,190,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1264.2,6/10/2020 11:01,22/04/21 11:25,26/04/21 16:52,21/05/21 17:24,3.828747586,11,7/10/2020 6:20,22/04/21 13:00,26/04/21 17:30,21/05/21 17:30,3.756944444,-0.006059884,Querétaro - CDMX,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX
App,2688744,260,1,TRUE,FALSE,26/04/21 16:52,9741,511055,17745,TRUE,TRUE,17742,511055,1/4/2021 0:00,26/04/21 00:00,26/04/21 00:00,1/4/2021 0:00,17:30:00,20,511,260,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1275,6/10/2020 11:01,26/04/21 07:18,6/5/2021 1:14,21/05/21 17:24,0.398366177,12,7/10/2020 6:20,26/04/21 07:10,6/5/2021 7:40,21/05/21 17:30,0.430555556,0.026129494,Querétaro - CDMX,Querétaro - CDMX,Querétaro - CDMX,CDMX - Querétaro
App,2672601,420,2,FALSE,FALSE,31/03/21 11:26,12118,495500,16099,TRUE,TRUE,16095,495500,1/4/2021 0:00,29/03/21 00:00,1/4/2021 0:00,1/4/2021 0:00,14:45:00,13,100,210,CDMX - Querétaro,TRUE,231.19,Querétaro - CDMX,1390.2,31/03/21 11:26,,3/4/2021 20:43,4/4/2021 15:25,,1,1/4/2021 14:45,,4/4/2021 14:45,4/4/2021 17:10,,1.137596468,CDMX - Querétaro,,Querétaro - CDMX,CDMX - Querétaro
App,2674166,420,2,FALSE,FALSE,3/4/2021 20:43,12118,490980,16106,TRUE,TRUE,16102,490980,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,14:45:00,20,387,210,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1275,31/03/21 11:26,31/03/21 11:26,4/4/2021 15:25,4/4/2021 15:25,3.386228768,2,1/4/2021 14:45,1/4/2021 14:45,4/4/2021 17:10,4/4/2021 17:10,3,0.7513677,CDMX - Querétaro,CDMX - Querétaro,Querétaro - CDMX,Querétaro - CDMX
App,2674439,390,2,TRUE,FALSE,4/4/2021 15:25,12118,495506,16106,TRUE,TRUE,16102,495506,1/4/2021 0:00,29/03/21 00:00,4/4/2021 0:00,1/4/2021 0:00,17:10:00,18,512,195,Querétaro - CDMX,TRUE,230.76,Querétaro - CDMX,1137.0375,31/03/21 11:26,3/4/2021 20:43,,4/4/2021 15:25,0.779578617,3,1/4/2021 14:45,4/4/2021 14:45,,4/4/2021 17:10,0.100694444,0.072483527,CDMX - Querétaro,Querétaro - CDMX,,Querétaro - CDMX
